created_at,favorite_count,full_text,lang,retweet_count,username,cleaned_text,case_folded,tokens,filtered_tokens
Sun May 11 11:21:32 +0000 2025,4,udah ges jangan marah marah lagi mereka jg ga bakal sadar,in,1,redhorse44,udah ges jangan marah marah lagi mereka jg ga bakal sadar,udah ges jangan marah marah lagi mereka jg ga bakal sadar,"['udah', 'ges', 'jangan', 'marah', 'marah', 'lagi', 'mereka', 'jg', 'ga', 'bakal', 'sadar']","['udah', 'ges', 'marah', 'marah', 'jg', 'ga', 'sadar']"
Sat May 10 14:03:29 +0000 2025,274,mau ingetin aja nicole pemeran utama. tapi kok dia di pinggir? e buset ini situasi anjir apa buset,in,8,redhorse44,mau ingetin aja nicole pemeran utama tapi kok dia di pinggir e buset ini situasi anjir apa buset,mau ingetin aja nicole pemeran utama tapi kok dia di pinggir e buset ini situasi anjir apa buset,"['mau', 'ingetin', 'aja', 'nicole', 'pemeran', 'utama', 'tapi', 'kok', 'dia', 'di', 'pinggir', 'e', 'buset', 'ini', 'situasi', 'anjir', 'apa', 'buset']","['ingetin', 'aja', 'nicole', 'pemeran', 'utama', 'pinggir', 'e', 'buset', 'situasi', 'anjir', 'buset']"
Sun May 11 11:29:07 +0000 2025,5,EH LUPA AU MQ FATSA GUE TEMEN TEMEN AKU LANJUT NULIS DULU YA LUPA GARA GARA DRAMA TADI ANJIRT,in,0,redhorse44,EH LUPA AU MQ FATSA GUE TEMEN TEMEN AKU LANJUT NULIS DULU YA LUPA GARA GARA DRAMA TADI ANJIRT,eh lupa au mq fatsa gue temen temen aku lanjut nulis dulu ya lupa gara gara drama tadi anjirt,"['eh', 'lupa', 'au', 'mq', 'fatsa', 'gue', 'temen', 'temen', 'aku', 'lanjut', 'nulis', 'dulu', 'ya', 'lupa', 'gara', 'gara', 'drama', 'tadi', 'anjirt']","['eh', 'lupa', 'au', 'mq', 'fatsa', 'gue', 'temen', 'temen', 'nulis', 'ya', 'lupa', 'gara', 'gara', 'drama', 'anjirt']"
Sun May 11 05:24:16 +0000 2025,107,Semoga di era ini juga kalian makin nempel makin bahagia sehat terus bucin selalu! https://t.co/S16MrRRpV1,in,9,cerewony,Semoga di era ini juga kalian makin nempel makin bahagia sehat terus bucin selalu,semoga di era ini juga kalian makin nempel makin bahagia sehat terus bucin selalu,"['semoga', 'di', 'era', 'ini', 'juga', 'kalian', 'makin', 'nempel', 'makin', 'bahagia', 'sehat', 'terus', 'bucin', 'selalu']","['semoga', 'era', 'nempel', 'bahagia', 'sehat', 'bucin']"
Sun May 11 10:00:47 +0000 2025,16,teman-teman terimakasih yang udh support kadek di lf2 aku bangga sm yg di offline sampai teriak moqeel KERAS BGT itu artinya kita blm tenggelam dan masih ada sampai sekarang untuk kadek tim online aku bangga sm kalian yang naik in hastag sampai ribuan demi kadek hehe ily ,in,5,redhorse44,temanteman terimakasih yang udh support kadek di lf aku bangga sm yg di offline sampai teriak moqeel KERAS BGT itu artinya kita blm tenggelam dan masih ada sampai sekarang untuk kadek tim online aku bangga sm kalian yang naik in hastag sampai ribuan demi kadek hehe ily,temanteman terimakasih yang udh support kadek di lf aku bangga sm yg di offline sampai teriak moqeel keras bgt itu artinya kita blm tenggelam dan masih ada sampai sekarang untuk kadek tim online aku bangga sm kalian yang naik in hastag sampai ribuan demi kadek hehe ily,"['temanteman', 'terimakasih', 'yang', 'udh', 'support', 'kadek', 'di', 'lf', 'aku', 'bangga', 'sm', 'yg', 'di', 'offline', 'sampai', 'teriak', 'moqeel', 'keras', 'bgt', 'itu', 'artinya', 'kita', 'blm', 'tenggelam', 'dan', 'masih', 'ada', 'sampai', 'sekarang', 'untuk', 'kadek', 'tim', 'online', 'aku', 'bangga', 'sm', 'kalian', 'yang', 'naik', 'in', 'hastag', 'sampai', 'ribuan', 'demi', 'kadek', 'hehe', 'ily']","['temanteman', 'terimakasih', 'udh', 'support', 'kadek', 'lf', 'bangga', 'sm', 'yg', 'offline', 'teriak', 'moqeel', 'keras', 'bgt', 'blm', 'tenggelam', 'kadek', 'tim', 'online', 'bangga', 'sm', 'hastag', 'ribuan', 'kadek', 'hehe', 'ily']"
Sun May 11 04:07:47 +0000 2025,77,Baba's tall stature slim waist and ideal proportions #Dilireba #Dilraba #迪丽热巴 #TheTruthS3 #TheTruth3 #开始推理吧3 #开始推理吧 https://t.co/yNpGMKlMx4,en,18,BucinYangDi1188,Babas tall stature slim waist and ideal proportions,babas tall stature slim waist and ideal proportions,"['babas', 'tall', 'stature', 'slim', 'waist', 'and', 'ideal', 'proportions']","['babas', 'tall', 'stature', 'slim', 'waist', 'ideal', 'proportions']"
Sun May 11 06:33:43 +0000 2025,436,mae ning sama gem sama aja ya kalo udah ditanyain tentang fot langsung sumringah bgt sekeluarga bucin banget sama fot ,in,80,dycuri,mae ning sama gem sama aja ya kalo udah ditanyain tentang fot langsung sumringah bgt sekeluarga bucin banget sama fot,mae ning sama gem sama aja ya kalo udah ditanyain tentang fot langsung sumringah bgt sekeluarga bucin banget sama fot,"['mae', 'ning', 'sama', 'gem', 'sama', 'aja', 'ya', 'kalo', 'udah', 'ditanyain', 'tentang', 'fot', 'langsung', 'sumringah', 'bgt', 'sekeluarga', 'bucin', 'banget', 'sama', 'fot']","['mae', 'ning', 'gem', 'aja', 'ya', 'kalo', 'udah', 'ditanyain', 'fot', 'langsung', 'sumringah', 'bgt', 'sekeluarga', 'bucin', 'banget', 'fot']"
Fri May 09 16:38:07 +0000 2025,215, *nunjukin bentuk hati buatan tangannya ke uyong* ‍⬛ *ketawa* kenapa malah ketawa sih? ‍⬛ karena aku menyukainya aku juga suka kamu~ ‍⬛ cihhh Ini planet apa ya isinya orang2 bucin semua https://t.co/JtAA9Or4JM,in,22,shimpring,nunjukin bentuk hati buatan tangannya ke uyong ketawa kenapa malah ketawa sih karena aku menyukainya aku juga suka kamu cihhh Ini planet apa ya isinya orang bucin semua,nunjukin bentuk hati buatan tangannya ke uyong ketawa kenapa malah ketawa sih karena aku menyukainya aku juga suka kamu cihhh ini planet apa ya isinya orang bucin semua,"['nunjukin', 'bentuk', 'hati', 'buatan', 'tangannya', 'ke', 'uyong', 'ketawa', 'kenapa', 'malah', 'ketawa', 'sih', 'karena', 'aku', 'menyukainya', 'aku', 'juga', 'suka', 'kamu', 'cihhh', 'ini', 'planet', 'apa', 'ya', 'isinya', 'orang', 'bucin', 'semua']","['nunjukin', 'bentuk', 'hati', 'buatan', 'tangannya', 'uyong', 'ketawa', 'ketawa', 'menyukainya', 'suka', 'cihhh', 'planet', 'ya', 'isinya', 'orang', 'bucin']"
Sun May 11 10:32:12 +0000 2025,85,maaf kalo tl gue kebanyakan nyindir hari ini karna gue udah muak bgt cok. ampe di katain fans dajjal loh kalian ini apa? mau kita hargai ga? kalo mau kita hargai lo belajar sopan santun dulu mending,in,7,redhorse44,maaf kalo tl gue kebanyakan nyindir hari ini karna gue udah muak bgt cok ampe di katain fans dajjal loh kalian ini apa mau kita hargai ga kalo mau kita hargai lo belajar sopan santun dulu mending,maaf kalo tl gue kebanyakan nyindir hari ini karna gue udah muak bgt cok ampe di katain fans dajjal loh kalian ini apa mau kita hargai ga kalo mau kita hargai lo belajar sopan santun dulu mending,"['maaf', 'kalo', 'tl', 'gue', 'kebanyakan', 'nyindir', 'hari', 'ini', 'karna', 'gue', 'udah', 'muak', 'bgt', 'cok', 'ampe', 'di', 'katain', 'fans', 'dajjal', 'loh', 'kalian', 'ini', 'apa', 'mau', 'kita', 'hargai', 'ga', 'kalo', 'mau', 'kita', 'hargai', 'lo', 'belajar', 'sopan', 'santun', 'dulu', 'mending']","['maaf', 'kalo', 'tl', 'gue', 'kebanyakan', 'nyindir', 'karna', 'gue', 'udah', 'muak', 'bgt', 'cok', 'ampe', 'katain', 'fans', 'dajjal', 'loh', 'hargai', 'ga', 'kalo', 'hargai', 'lo', 'belajar', 'sopan', 'santun', 'mending']"
Sun May 11 10:32:46 +0000 2025,24,cp lu kaga ada chemistry nya maaf boring bgt gue liatnya,in,6,redhorse44,cp lu kaga ada chemistry nya maaf boring bgt gue liatnya,cp lu kaga ada chemistry nya maaf boring bgt gue liatnya,"['cp', 'lu', 'kaga', 'ada', 'chemistry', 'nya', 'maaf', 'boring', 'bgt', 'gue', 'liatnya']","['cp', 'lu', 'kaga', 'chemistry', 'maaf', 'boring', 'bgt', 'gue', 'liatnya']"
Sun May 11 10:22:09 +0000 2025,147,kita di kasih interaksi dikit bgt loh? kok keliatan panas bgt fans sebelah takut kita TAMBAH TERANG ya? tau kok chemistry mq se dahsyat itu walaupun tatap-tatapan doang,in,42,redhorse44,kita di kasih interaksi dikit bgt loh kok keliatan panas bgt fans sebelah takut kita TAMBAH TERANG ya tau kok chemistry mq se dahsyat itu walaupun tataptatapan doang,kita di kasih interaksi dikit bgt loh kok keliatan panas bgt fans sebelah takut kita tambah terang ya tau kok chemistry mq se dahsyat itu walaupun tataptatapan doang,"['kita', 'di', 'kasih', 'interaksi', 'dikit', 'bgt', 'loh', 'kok', 'keliatan', 'panas', 'bgt', 'fans', 'sebelah', 'takut', 'kita', 'tambah', 'terang', 'ya', 'tau', 'kok', 'chemistry', 'mq', 'se', 'dahsyat', 'itu', 'walaupun', 'tataptatapan', 'doang']","['kasih', 'interaksi', 'dikit', 'bgt', 'loh', 'keliatan', 'panas', 'bgt', 'fans', 'sebelah', 'takut', 'terang', 'ya', 'tau', 'chemistry', 'mq', 'dahsyat', 'tataptatapan', 'doang']"
Sun May 11 05:47:50 +0000 2025,117,393. dahlah kelewat bucin nih duo sahabat. https://t.co/MlkXmDws7n,in,4,beyluvjmjk,dahlah kelewat bucin nih duo sahabat,dahlah kelewat bucin nih duo sahabat,"['dahlah', 'kelewat', 'bucin', 'nih', 'duo', 'sahabat']","['dahlah', 'kelewat', 'bucin', 'nih', 'duo', 'sahabat']"
Sun May 11 10:17:19 +0000 2025,60,fans lo dikit jadi ga mampu teriak kan? HAHAHAHA,in,2,redhorse44,fans lo dikit jadi ga mampu teriak kan HAHAHAHA,fans lo dikit jadi ga mampu teriak kan hahahaha,"['fans', 'lo', 'dikit', 'jadi', 'ga', 'mampu', 'teriak', 'kan', 'hahahaha']","['fans', 'lo', 'dikit', 'ga', 'teriak', 'hahahaha']"
Mon May 05 11:31:39 +0000 2025,818,mahesa bucin sanjaya https://t.co/fO3Y5ir6oT,in,84,namericoffee_,mahesa bucin sanjaya,mahesa bucin sanjaya,"['mahesa', 'bucin', 'sanjaya']","['mahesa', 'bucin', 'sanjaya']"
Tue May 06 05:14:34 +0000 2025,888,#williamEst long au Kisah seorang dosen teknik sipil yang terkenal karna disiplin tapi ternyata sangat bucin kepada sang kekasih. Gala si anak teknik sipil yang selalu membuat huru hara di kampus. Dewa wiratama dan gala aska saputra as main character https://t.co/IteTUoMWbQ,in,150,VinaMargar45203,long au Kisah seorang dosen teknik sipil yang terkenal karna disiplin tapi ternyata sangat bucin kepada sang kekasih Gala si anak teknik sipil yang selalu membuat huru hara di kampus Dewa wiratama dan gala aska saputra as main character,long au kisah seorang dosen teknik sipil yang terkenal karna disiplin tapi ternyata sangat bucin kepada sang kekasih gala si anak teknik sipil yang selalu membuat huru hara di kampus dewa wiratama dan gala aska saputra as main character,"['long', 'au', 'kisah', 'seorang', 'dosen', 'teknik', 'sipil', 'yang', 'terkenal', 'karna', 'disiplin', 'tapi', 'ternyata', 'sangat', 'bucin', 'kepada', 'sang', 'kekasih', 'gala', 'si', 'anak', 'teknik', 'sipil', 'yang', 'selalu', 'membuat', 'huru', 'hara', 'di', 'kampus', 'dewa', 'wiratama', 'dan', 'gala', 'aska', 'saputra', 'as', 'main', 'character']","['long', 'au', 'kisah', 'dosen', 'teknik', 'sipil', 'terkenal', 'karna', 'disiplin', 'bucin', 'sang', 'kekasih', 'gala', 'si', 'anak', 'teknik', 'sipil', 'huru', 'hara', 'kampus', 'dewa', 'wiratama', 'gala', 'aska', 'saputra', 'main', 'character']"
Wed May 07 17:27:31 +0000 2025,781,fakta kalau ternyata est gampang saltingan setiap bareng william tau semua detail schedule william care and support william even on his busy days tapi sama william ditutupin dengan aksi bucin nya dia karna dia tau est bakal malu dan kurang nyaman kalo digodain #WilliamEst,in,206,icebluelatte_,fakta kalau ternyata est gampang saltingan setiap bareng william tau semua detail schedule william care and support william even on his busy days tapi sama william ditutupin dengan aksi bucin nya dia karna dia tau est bakal malu dan kurang nyaman kalo digodain,fakta kalau ternyata est gampang saltingan setiap bareng william tau semua detail schedule william care and support william even on his busy days tapi sama william ditutupin dengan aksi bucin nya dia karna dia tau est bakal malu dan kurang nyaman kalo digodain,"['fakta', 'kalau', 'ternyata', 'est', 'gampang', 'saltingan', 'setiap', 'bareng', 'william', 'tau', 'semua', 'detail', 'schedule', 'william', 'care', 'and', 'support', 'william', 'even', 'on', 'his', 'busy', 'days', 'tapi', 'sama', 'william', 'ditutupin', 'dengan', 'aksi', 'bucin', 'nya', 'dia', 'karna', 'dia', 'tau', 'est', 'bakal', 'malu', 'dan', 'kurang', 'nyaman', 'kalo', 'digodain']","['fakta', 'est', 'gampang', 'saltingan', 'bareng', 'william', 'tau', 'detail', 'schedule', 'william', 'care', 'support', 'william', 'even', 'busy', 'days', 'william', 'ditutupin', 'aksi', 'bucin', 'karna', 'tau', 'est', 'malu', 'nyaman', 'kalo', 'digodain']"
Sun May 11 02:11:47 +0000 2025,22,Bang beneran ini mah.. kalo Run To You rilis kemungkinan besar bakalan viral.. ga liat kah sound kemarin banyak yg pake? sangat cocok itu dipake video halu bucin atau self love ,in,4,cottoncandyhae,Bang beneran ini mah kalo Run To You rilis kemungkinan besar bakalan viral ga liat kah sound kemarin banyak yg pake sangat cocok itu dipake video halu bucin atau self love,bang beneran ini mah kalo run to you rilis kemungkinan besar bakalan viral ga liat kah sound kemarin banyak yg pake sangat cocok itu dipake video halu bucin atau self love,"['bang', 'beneran', 'ini', 'mah', 'kalo', 'run', 'to', 'you', 'rilis', 'kemungkinan', 'besar', 'bakalan', 'viral', 'ga', 'liat', 'kah', 'sound', 'kemarin', 'banyak', 'yg', 'pake', 'sangat', 'cocok', 'itu', 'dipake', 'video', 'halu', 'bucin', 'atau', 'self', 'love']","['bang', 'beneran', 'mah', 'kalo', 'run', 'rilis', 'viral', 'ga', 'liat', 'kah', 'sound', 'kemarin', 'yg', 'pake', 'cocok', 'dipake', 'video', 'halu', 'bucin', 'self', 'love']"
Sat May 10 12:37:57 +0000 2025,624, WARNING SPOILER S2 kalian tim benci endo di awal tim bucin endo dari awal atau tim benci jadi cinta guys? https://t.co/HIVUjQeult,in,29,Bofurin_Fess,WARNING SPOILER S kalian tim benci endo di awal tim bucin endo dari awal atau tim benci jadi cinta guys,warning spoiler s kalian tim benci endo di awal tim bucin endo dari awal atau tim benci jadi cinta guys,"['warning', 'spoiler', 's', 'kalian', 'tim', 'benci', 'endo', 'di', 'awal', 'tim', 'bucin', 'endo', 'dari', 'awal', 'atau', 'tim', 'benci', 'jadi', 'cinta', 'guys']","['warning', 'spoiler', 'tim', 'benci', 'endo', 'tim', 'bucin', 'endo', 'tim', 'benci', 'cinta', 'guys']"
Sat May 10 01:24:38 +0000 2025,1878,udah sesuai dugaan sipaling bucin akut itu pasti nonton finale you know what i mean,in,251,kinwormpil,udah sesuai dugaan sipaling bucin akut itu pasti nonton finale you know what i mean,udah sesuai dugaan sipaling bucin akut itu pasti nonton finale you know what i mean,"['udah', 'sesuai', 'dugaan', 'sipaling', 'bucin', 'akut', 'itu', 'pasti', 'nonton', 'finale', 'you', 'know', 'what', 'i', 'mean']","['udah', 'sesuai', 'dugaan', 'sipaling', 'bucin', 'akut', 'nonton', 'finale', 'know', 'mean']"
Sun May 11 09:07:52 +0000 2025,117,AYO MOQEELLLLLLLL SUARA YG ONLINE MANA NIEHHH?? WAVE OF MOQEELS LOVE #MOQEELonAGZLoveFest2 #MOQEELBringsLove https://t.co/W9VQMl9StI,tl,9,redhorse44,AYO MOQEELLLLLLLL SUARA YG ONLINE MANA NIEHHH WAVE OF MOQEELS LOVE,ayo moqeellllllll suara yg online mana niehhh wave of moqeels love,"['ayo', 'moqeellllllll', 'suara', 'yg', 'online', 'mana', 'niehhh', 'wave', 'of', 'moqeels', 'love']","['ayo', 'moqeellllllll', 'suara', 'yg', 'online', 'niehhh', 'wave', 'moqeels', 'love']"
Sun May 11 07:40:25 +0000 2025,4, mhsiswa tolong drop au mahae yang berawal dari perjodohan tapi ujungnya bucin to the max donggg,in,0,mahaeunited,mhsiswa tolong drop au mahae yang berawal dari perjodohan tapi ujungnya bucin to the max donggg,mhsiswa tolong drop au mahae yang berawal dari perjodohan tapi ujungnya bucin to the max donggg,"['mhsiswa', 'tolong', 'drop', 'au', 'mahae', 'yang', 'berawal', 'dari', 'perjodohan', 'tapi', 'ujungnya', 'bucin', 'to', 'the', 'max', 'donggg']","['mhsiswa', 'tolong', 'drop', 'au', 'mahae', 'perjodohan', 'ujungnya', 'bucin', 'max', 'donggg']"
Fri May 09 17:06:20 +0000 2025,2695,kim bucin mingyu detected https://t.co/5RDZH0TSDJ,hu,528,minwoniryu,kim bucin mingyu detected,kim bucin mingyu detected,"['kim', 'bucin', 'mingyu', 'detected']","['kim', 'bucin', 'mingyu', 'detected']"
Sat May 10 09:39:25 +0000 2025,273,Mav kalau sensitip tapi kalian anak UT! yang kuliah sambil kerja tuh sempet pacaran / bucin gak? Rutinitas sender perasaan padat banget. Subuh olahraga pagi-sore kerja malem tuton ,in,13,utfess,Mav kalau sensitip tapi kalian anak UT yang kuliah sambil kerja tuh sempet pacaran bucin gak Rutinitas sender perasaan padat banget Subuh olahraga pagisore kerja malem tuton,mav kalau sensitip tapi kalian anak ut yang kuliah sambil kerja tuh sempet pacaran bucin gak rutinitas sender perasaan padat banget subuh olahraga pagisore kerja malem tuton,"['mav', 'kalau', 'sensitip', 'tapi', 'kalian', 'anak', 'ut', 'yang', 'kuliah', 'sambil', 'kerja', 'tuh', 'sempet', 'pacaran', 'bucin', 'gak', 'rutinitas', 'sender', 'perasaan', 'padat', 'banget', 'subuh', 'olahraga', 'pagisore', 'kerja', 'malem', 'tuton']","['mav', 'sensitip', 'anak', 'ut', 'kuliah', 'kerja', 'tuh', 'sempet', 'pacaran', 'bucin', 'gak', 'rutinitas', 'sender', 'perasaan', 'padat', 'banget', 'subuh', 'olahraga', 'pagisore', 'kerja', 'malem', 'tuton']"
Sun May 11 02:15:12 +0000 2025,9,sells interest check haiii sender lagi open PO Keychain Plester nih bisa custom nama dan warna sesuai keinginan dapet sticker sheet bucin jugaa adakah yang tertarik?? drop ur pretty uname @ here!! @/trademarkpieces https://t.co/6Bxvu0dhfP,in,2,stuffsite,sells interest check haiii sender lagi open PO Keychain Plester nih bisa custom nama dan warna sesuai keinginan dapet sticker sheet bucin jugaa adakah yang tertarik drop ur pretty uname here trademarkpieces,sells interest check haiii sender lagi open po keychain plester nih bisa custom nama dan warna sesuai keinginan dapet sticker sheet bucin jugaa adakah yang tertarik drop ur pretty uname here trademarkpieces,"['sells', 'interest', 'check', 'haiii', 'sender', 'lagi', 'open', 'po', 'keychain', 'plester', 'nih', 'bisa', 'custom', 'nama', 'dan', 'warna', 'sesuai', 'keinginan', 'dapet', 'sticker', 'sheet', 'bucin', 'jugaa', 'adakah', 'yang', 'tertarik', 'drop', 'ur', 'pretty', 'uname', 'here', 'trademarkpieces']","['sells', 'interest', 'check', 'haiii', 'sender', 'open', 'po', 'keychain', 'plester', 'nih', 'custom', 'nama', 'warna', 'sesuai', 'dapet', 'sticker', 'sheet', 'bucin', 'jugaa', 'adakah', 'tertarik', 'drop', 'ur', 'pretty', 'uname', 'trademarkpieces']"
Sat May 10 16:10:08 +0000 2025,9424, kdm ️ resident playbook ️ pict atas minta pegangan tangan pict bawah minta disuapin ga nyangka seorang gu dowon bisa begini kalo lg bucin https://t.co/WDnO3wYHMx,in,1060,kdrama_menfess,kdm resident playbook pict atas minta pegangan tangan pict bawah minta disuapin ga nyangka seorang gu dowon bisa begini kalo lg bucin,kdm resident playbook pict atas minta pegangan tangan pict bawah minta disuapin ga nyangka seorang gu dowon bisa begini kalo lg bucin,"['kdm', 'resident', 'playbook', 'pict', 'atas', 'minta', 'pegangan', 'tangan', 'pict', 'bawah', 'minta', 'disuapin', 'ga', 'nyangka', 'seorang', 'gu', 'dowon', 'bisa', 'begini', 'kalo', 'lg', 'bucin']","['kdm', 'resident', 'playbook', 'pict', 'pegangan', 'tangan', 'pict', 'disuapin', 'ga', 'nyangka', 'gu', 'dowon', 'kalo', 'lg', 'bucin']"
Tue May 06 05:14:34 +0000 2025,890,#williamEst long au Kisah seorang dosen teknik sipil yang terkenal karna disiplin tapi ternyata sangat bucin kepada sang kekasih. Gala si anak teknik sipil yang selalu membuat huru hara di kampus. Dewa wiratama dan gala aska saputra as main character https://t.co/IteTUoMWbQ,in,151,VinaMargar45203,long au Kisah seorang dosen teknik sipil yang terkenal karna disiplin tapi ternyata sangat bucin kepada sang kekasih Gala si anak teknik sipil yang selalu membuat huru hara di kampus Dewa wiratama dan gala aska saputra as main character,long au kisah seorang dosen teknik sipil yang terkenal karna disiplin tapi ternyata sangat bucin kepada sang kekasih gala si anak teknik sipil yang selalu membuat huru hara di kampus dewa wiratama dan gala aska saputra as main character,"['long', 'au', 'kisah', 'seorang', 'dosen', 'teknik', 'sipil', 'yang', 'terkenal', 'karna', 'disiplin', 'tapi', 'ternyata', 'sangat', 'bucin', 'kepada', 'sang', 'kekasih', 'gala', 'si', 'anak', 'teknik', 'sipil', 'yang', 'selalu', 'membuat', 'huru', 'hara', 'di', 'kampus', 'dewa', 'wiratama', 'dan', 'gala', 'aska', 'saputra', 'as', 'main', 'character']","['long', 'au', 'kisah', 'dosen', 'teknik', 'sipil', 'terkenal', 'karna', 'disiplin', 'bucin', 'sang', 'kekasih', 'gala', 'si', 'anak', 'teknik', 'sipil', 'huru', 'hara', 'kampus', 'dewa', 'wiratama', 'gala', 'aska', 'saputra', 'main', 'character']"
Sun May 11 03:59:24 +0000 2025,2173, kdm resident playbook Ini tuh dowon yiyoung pegangan tangan anjrit BUCIN BAT LU BERDUAAA dahlah suap suapan sambil pegangan tangan pulak inimah kecintaan penonton kalah sama kebucinan kalian https://t.co/4IROhtB4hM,in,204,kdrama_menfess,kdm resident playbook Ini tuh dowon yiyoung pegangan tangan anjrit BUCIN BAT LU BERDUAAA dahlah suap suapan sambil pegangan tangan pulak inimah kecintaan penonton kalah sama kebucinan kalian,kdm resident playbook ini tuh dowon yiyoung pegangan tangan anjrit bucin bat lu berduaaa dahlah suap suapan sambil pegangan tangan pulak inimah kecintaan penonton kalah sama kebucinan kalian,"['kdm', 'resident', 'playbook', 'ini', 'tuh', 'dowon', 'yiyoung', 'pegangan', 'tangan', 'anjrit', 'bucin', 'bat', 'lu', 'berduaaa', 'dahlah', 'suap', 'suapan', 'sambil', 'pegangan', 'tangan', 'pulak', 'inimah', 'kecintaan', 'penonton', 'kalah', 'sama', 'kebucinan', 'kalian']","['kdm', 'resident', 'playbook', 'tuh', 'dowon', 'yiyoung', 'pegangan', 'tangan', 'anjrit', 'bucin', 'bat', 'lu', 'berduaaa', 'dahlah', 'suap', 'suapan', 'pegangan', 'tangan', 'pulak', 'inimah', 'kecintaan', 'penonton', 'kalah', 'kebucinan']"
Sat May 10 00:10:48 +0000 2025,19636,Jualan tapi julidin customer tu maksudnya gimana? Rezeki lu tu dari customer lu yang lagi bucin itu. https://t.co/YbhxxjsZ7l,in,1365,Maeliani07,Jualan tapi julidin customer tu maksudnya gimana Rezeki lu tu dari customer lu yang lagi bucin itu,jualan tapi julidin customer tu maksudnya gimana rezeki lu tu dari customer lu yang lagi bucin itu,"['jualan', 'tapi', 'julidin', 'customer', 'tu', 'maksudnya', 'gimana', 'rezeki', 'lu', 'tu', 'dari', 'customer', 'lu', 'yang', 'lagi', 'bucin', 'itu']","['jualan', 'julidin', 'customer', 'tu', 'maksudnya', 'gimana', 'rezeki', 'lu', 'tu', 'customer', 'lu', 'bucin']"
Sat May 10 07:53:13 +0000 2025,1025,London walking tours I'll walk with you. ( 10 perfect days) Long #MOQEEL #FATSA Alternative Universe! https://t.co/4MnHdSSOGS,en,158,redhorse44,London walking tours Ill walk with you perfect days Long Alternative Universe,london walking tours ill walk with you perfect days long alternative universe,"['london', 'walking', 'tours', 'ill', 'walk', 'with', 'you', 'perfect', 'days', 'long', 'alternative', 'universe']","['london', 'walking', 'tours', 'ill', 'walk', 'perfect', 'days', 'long', 'alternative', 'universe']"
Sat May 10 13:50:58 +0000 2025,1943,Beginilah bun kalo suka tuh jangan nyerah sampe dia suka balik. Kan ku kejar sampai dapet dan kupastikan dia akan lebih bucin dariku. Tapi yaa inget juga kita hidup di dunia nyata dan muka kita gak kaya yiyong. #ResidentPlaybook #ResidentPlaybookEp9 https://t.co/XvatH8rKrT,in,402,verinagustianti,Beginilah bun kalo suka tuh jangan nyerah sampe dia suka balik Kan ku kejar sampai dapet dan kupastikan dia akan lebih bucin dariku Tapi yaa inget juga kita hidup di dunia nyata dan muka kita gak kaya yiyong,beginilah bun kalo suka tuh jangan nyerah sampe dia suka balik kan ku kejar sampai dapet dan kupastikan dia akan lebih bucin dariku tapi yaa inget juga kita hidup di dunia nyata dan muka kita gak kaya yiyong,"['beginilah', 'bun', 'kalo', 'suka', 'tuh', 'jangan', 'nyerah', 'sampe', 'dia', 'suka', 'balik', 'kan', 'ku', 'kejar', 'sampai', 'dapet', 'dan', 'kupastikan', 'dia', 'akan', 'lebih', 'bucin', 'dariku', 'tapi', 'yaa', 'inget', 'juga', 'kita', 'hidup', 'di', 'dunia', 'nyata', 'dan', 'muka', 'kita', 'gak', 'kaya', 'yiyong']","['bun', 'kalo', 'suka', 'tuh', 'nyerah', 'sampe', 'suka', 'ku', 'kejar', 'dapet', 'kupastikan', 'bucin', 'dariku', 'yaa', 'inget', 'hidup', 'dunia', 'nyata', 'muka', 'gak', 'kaya', 'yiyong']"
Fri May 09 15:27:51 +0000 2025,2757,Joss malu gak josss.. se twitter tau kelakuan bucin lo beneran dah.. Maluu gue maluuu liatnyaaa https://t.co/Vi6LmHnp69,in,348,lbd_lb,Joss malu gak josss se twitter tau kelakuan bucin lo beneran dah Maluu gue maluuu liatnyaaa,joss malu gak josss se twitter tau kelakuan bucin lo beneran dah maluu gue maluuu liatnyaaa,"['joss', 'malu', 'gak', 'josss', 'se', 'twitter', 'tau', 'kelakuan', 'bucin', 'lo', 'beneran', 'dah', 'maluu', 'gue', 'maluuu', 'liatnyaaa']","['joss', 'malu', 'gak', 'josss', 'twitter', 'tau', 'kelakuan', 'bucin', 'lo', 'beneran', 'dah', 'maluu', 'gue', 'maluuu', 'liatnyaaa']"
Sun May 11 10:38:47 +0000 2025,603,Bu lena liat kelakuan bucin adiknya AQEELA TERHARRY HARRY #HQ_AGZEPS160 #WELOVEHARQEEL https://t.co/1N4HQapS3F,in,81,staraquars,Bu lena liat kelakuan bucin adiknya AQEELA TERHARRY HARRY,bu lena liat kelakuan bucin adiknya aqeela terharry harry,"['bu', 'lena', 'liat', 'kelakuan', 'bucin', 'adiknya', 'aqeela', 'terharry', 'harry']","['bu', 'lena', 'liat', 'kelakuan', 'bucin', 'adiknya', 'aqeela', 'terharry', 'harry']"
